"entree";"interaction";"page";"CI";"AD";"PE";"PC"
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"TELITHROMYCINE";7;"CONTRE-INDICATION Risque de vasoconstriction coronaire ou des extremites (ergotisme), ou de poussees hypertensives.";;;
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"TRIPTANS";8;"CONTRE-INDICATION Respecter un delai de 6 a 24 heures, selon le triptan, entre la prise de celui-ci et celle de l'alcaloide ergote Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"VORICONAZOLE";8;"CONTRE-INDICATION Risque de vasoconstriction coronaire ou des extremites (ergotisme), ou de poussees hypertensives.";;;
"ALDESLEUKINE";"PRODUITS DE CONTRASTE IODES";8;;;;"A prendre en compte Majoration du risque de reaction aux produits de contraste en cas de traitement anterieur par interleukine 2 : eruption cutanee ou plus rarement hypotension, oligurie voire insuffisance renale."
"ALFENTANIL";"CIMETIDINE";8;;;"Precaution d'emploi Adapter la posologie de l'alfentanil en cas de traitement par la cimetidine. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";
"ALFENTANIL";"DILTIAZEM";8;;;"Precaution d'emploi Adapter la posologie de l'alfentanil en cas de traitement par le diltiazem. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";
"ALFENTANIL";"ERYTHROMYCINE";8;;;"Precaution d'emploi Adapter la posologie de l'alfentanil en cas de traitement par l'erythromycine. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";
"ALFENTANIL";"FLUCONAZOLE";8;;;"Precaution d'emploi Adapter la posologie de l'alfentanil en cas de traitement par le fluconazole. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";
"ALFENTANIL";"INHIBITEURS PUISSANTS DU CYP3A4";8;;;"Precaution d'emploi Surveillance clinique et adaptation de la posologie de l'analgesique opiace en cas de traitement par un inhibiteur puissant du CYP3A4. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";
"ALFUZOSINE";"INHIBITEURS PUISSANTS DU CYP3A4";8;"CONTRE-INDICATION Risque d'augmentation des concentrations plasmatiques de l'alfuzosine et de ses effets indesirables.";;;
"ALFUZOSINE";"OMBITASVIR + PARITAPREVIR";8;"CONTRE-INDICATION Augmentation des concentrations plasmatiques de l'afuzosine par diminution de son metabolisme hepatique par la bitherapie.";;;
"ALISKIREN";"JUS DE PAMPLEMOUSSE";8;;"Association DECONSEILLEE Risque de diminution de l'efficacite de l'aliskiren en cas de consommation de jus de pamplemousse.";;
"ALISKIREN";"ANTAGONISTES DES RECEPTEURS DE L'ANGIOTENSINE II";8;"CI - ASDEC Contre-indication : - chez le patient diabetique ou insuffisant renal Association deconseillee : - dans les autres cas Risque d'hyperkaliemie, d'insuffisance renale, d'augmentation de la morbi-mortalite cardio-vasculaire.";"CI - ASDEC Contre-indication : - chez le patient diabetique ou insuffisant renal Association deconseillee : - dans les autres cas Risque d'hyperkaliemie, d'insuffisance renale, d'augmentation de la morbi-mortalite cardio-vasculaire.";;
"ALISKIREN";"CICLOSPORINE";9;"CONTRE-INDICATION Augmentation de pres de 5 fois des concentrations plasmatiques d'aliskiren et majoration du risque de ses effets indesirables.";;;
"ALISKIREN";"INHIBITEURS DE L'ENZYME DE CONVERSION";9;"CI - ASDEC Contre-indication : - chez le patient diabetique ou insuffisant renal Association deconseillee : - dans les autres cas Risque d'hyperkaliemie, d'insuffisance renale, d'augmentation de la morbi-mortalite cardio-vasculaire.";"CI - ASDEC Contre-indication : - chez le patient diabetique ou insuffisant renal Association deconseillee : - dans les autres cas Risque d'hyperkaliemie, d'insuffisance renale, d'augmentation de la morbi-mortalite cardio-vasculaire.";;
"ALISKIREN";"ITRACONAZOLE";9;"CONTRE-INDICATION Augmentation de pres de 6 fois des concentrations plasmatiques d'aliskiren et majoration du risque de ses effets indesirables.";;;
"ALISKIREN";"QUINIDINE";9;"CONTRE-INDICATION Augmentation des concentrations plasmatiques d'aliskiren et majoration du risque de ses effets indesirables.";;;
"ALISKIREN";"VERAPAMIL";9;;;"Precaution d'emploi Surveillance clinique. Augmentation des concentrations plasmatiques d'aliskiren et majoration du risque de ses effets indesirables.";
"ALLOPURINOL";"ANTIVITAMINES K";9;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par l'allopurinol et 8 jours apres son arret. Augmentation de l'effet de l'antivitamine K et du risque hemorragique (diminution de son metabolisme hepatique).";
"ALLOPURINOL";"DIDANOSINE";9;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques de didanosine et de ses effets indesirables.";;
"ALLOPURINOL";"PENICILLINES A";9;;;;"A prendre en compte Risque accru de reactions cutanees."
"ALLOPURINOL";"VIDARABINE";9;;"Association DECONSEILLEE Risque accru de troubles neurologiques (tremblements, confusion) par inhibition partielle du metabolisme de l'antiviral.";;
"ALPHABLOQUANTS A VISEE UROLOGIQUE";"ANTIHYPERTENSEURS ALPHA-BLOQUANTS";9;;"Association DECONSEILLEE Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique severe.";;
"ALPHABLOQUANTS A VISEE UROLOGIQUE";"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS";9;;;;"A prendre en compte Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique majore."
"ALPHABLOQUANTS A VISEE UROLOGIQUE";"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5";9;;"ASDEC - PE Association deconseillee : - avec la doxazosine Precaution d'emploi : - avec les autres alpha-bloquants Debuter le traitement aux posologies minimales recommandees et adapter progressivement les doses si besoin. Risque d'hypotension orthostatique, notamment chez le sujet age.";"ASDEC - PE Association deconseillee : - avec la doxazosine Precaution d'emploi : - avec les autres alpha-bloquants Debuter le traitement aux posologies minimales recommandees et adapter progressivement les doses si besoin. Risque d'hypotension orthostatique, notamment chez le sujet age.";
"ALPHA-TOCOPHEROL";"ANTIVITAMINES K";10;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par vitamine E et apres son arret. Avec la vitamine E utilisee a des doses superieures ou egales a 500 mg/j : augmentation de l'effet de l'antivitamine K et du risque hemorragique.";
"ALUMINIUM (SELS)";"CITRATES";10;;;"Precaution d'emploi Prendre les topiques gastro-intestinaux a base d'aluminium a distance des citrates (plus de 2 heures si possible), y compris les citrates naturels (jus d'agrumes). Risque de facilitation du passage systemique de l'aluminium, notamment en cas de fonction renale alteree.";
"AMBRISENTAN";"CICLOSPORINE";10;;;;"A prendre en compte Doublement des concentrations d'ambrisentan, avec majoration de l'effet vasodilatateur (cephalees)."
"AMINOGLUTETHIMIDE";"ANTIVITAMINES K";10;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par aminogluthetimide et deux semaines apres son arret. Decrit pour warfarine et acenocoumarol. Diminution de l'effet de l'antivitamine K, par augmentation de son metabolisme hepatique par l'aminogluthetimide.";
"AMINOGLUTETHIMIDE";"DEXAMETHASONE";10;;;"Precaution d'emploi Adaptation de la posologie de la dexamethasone. Diminution de l'efficacite de la dexamethasone, par augmentation de son metabolisme hepatique.";
"AMINOSIDES";"AMINOSIDES";10;"CI - APEC Contre-indication : - en cas d'administration simultanee A prendre en compte : - en cas d'administrations successives Risque accru de nephrotoxicite et d'ototoxicite (l'ototoxicite est cumulative en cas d'administrations successives).";;;"CI - APEC Contre-indication : - en cas d'administration simultanee A prendre en compte : - en cas d'administrations successives Risque accru de nephrotoxicite et d'ototoxicite (l'ototoxicite est cumulative en cas d'administrations successives)."
"AMINOSIDES";"AMPHOTERICINE B";10;;;;"A prendre en compte Avec l'amphotericine B administree par voie IV : risque accru de nephrotoxicite."
"AMINOSIDES";"ATALUREN";10;"CONTRE-INDICATION Risque de potentialisation de la toxicite renale de l'aminoside.";;;
"AMINOSIDES";"BOTULIQUE (TOXINE)";10;;"Association DECONSEILLEE Utiliser un autre antibiotique. Risque d'augmentation des effets de la toxine botulique avec les aminosides (par extrapolation a partir des effets observes au cours du botulisme).";;
"AMINOSIDES";"CEFALOTINE";10;;;"Precaution d'emploi Surveillance de la fonction renale. L'augmentation de la nephrotoxicite des aminosides par la cefalotine est discutee.";
"AMINOSIDES";"CICLOSPORINE";10;;;;"A prendre en compte Augmentation de la creatininemie plus importante que sous ciclosporine seule, avec majoration du risque nephrotoxique."
"AMINOSIDES";"CURARES";10;;;"Precaution d'emploi Surveiller le degre de curarisation en fin d'anesthesie. Potentialisation des curares lorque l'antibiotique est administre par voie parenterale et/ou peritoneale avant, pendant ou apres l'agent curarisant.";
"AMINOSIDES";"DIURETIQUES DE L'ANSE";11;;;"Precaution d'emploi Association possible sous controle de l'etat d'hydratation, des fonctions renale et cochleovestibulaire, et eventuellement, des concentrations plasmatiques de l'aminoside. Augmentation des risques nephrotoxiques et ototoxiques de l'aminoside (insuffisance renale fonctionnelle liee a la deshydratation entrainee par le diuretique).";
"AMINOSIDES";"ORGANOPLATINES";11;;;;"A prendre en compte Addition des effets nephrotoxiques et/ou ototoxiques, notamment en cas d'insuffisance renale prealable."
"AMINOSIDES";"POLYMYXINE B";11;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance stricte avec une justification bacteriologique indiscutable. Addition des effets nephrotoxiques.";;
"AMINOSIDES";"TACROLIMUS";11;;;;"A prendre en compte Augmentation de la creatininemie plus importante que sous tacrolimus seul (synergie des effets nephrotoxiques des deux substances)."
"AMIODARONE";"AFATINIB";11;;;"Precaution d'emploi Il est recommande d'administrer l'amiodarone le plus a distance possible de l'afatinib, en respectant de preference un intervalle de 6 heures ou de 12 heures par rapport a la prise d'afatinib. Augmentation des concentrations plasmatiques d'afatinib par augmentation de son absorption par l'amiodarone.";
"AMIODARONE";"ANTIVITAMINES K";11;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par l'amiodarone et 8 jours apres son arret. Augmentation de l'effet de l'antivitamine K et du risque hemorragique.";
"AMIODARONE";"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)";11;;;"Precaution d'emploi Surveillance clinique et ECG. Troubles de l'automatisme et de la conduction (suppression des mecanismes sympathiques compensateurs).";
"AMIODARONE";"BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE";11;;;"Precaution d'emploi Surveillance clinique et ECG reguliere. Troubles de l'automatisme et de la conduction cardiaque avec risque de bradycardie excessive.";
"AMIODARONE";"CICLOSPORINE";11;;"Association DECONSEILLEE Dosage des concentrations sanguines de ciclosporine, controle de la fonction renale et adaptation de la posologie de la ciclosporine pendant le traitement par l'amiodarone. Augmentation des concentrations sanguines de ciclosporine, par diminution de son metabolisme hepatique, avec risque d'effets nephrotoxiques.";;
"AMIODARONE";"COBICISTAT";11;"CONTRE-INDICATION Risque de majoration des effets indesirables de l'amiodarone par diminution de son metabolisme par le cobicistat.";;;
"AMIODARONE";"DABIGATRAN";11;;;"Precaution d'emploi Dans l'indication post-chirurgicale : surveillance clinique et adaptation de la posologie du dabigatran si necessaire, sans exceder 150 mg/j. Augmentation des concentrations plasmatiques de dabigatran, avec majoration du risque de saignement.";
"AMIODARONE";"DACLATASVIR";11;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique et ECG etroite, en particulier pendant les premieres semaines de traitement par la bitherapie. Uniquement lors de la bitherapie daclatasvir/sofosbuvir : Survenue de bradycardie eventuellement brutale, pouvant avoir des consequences fatales.";;
"AMIODARONE";"DIGITALIQUES";11;;;"Precaution d'emploi Surveillance clinique, ECG et, s'il y a lieu, controler la digoxinemie et adapter la posologie de la digoxine. Depression de l'automatisme (bradycardie excessive) et troubles de la conduction auriculo-ventriculaire. En cas d'utilisation de la digoxine, augmentation de la digoxinemie par diminution de la clairance de la digoxine.";
"AMIODARONE";"DILTIAZEM";12;;"ASDEC - PE Association deconseillee avec : - le diltiazem IV Si l'association ne peut etre evitee, surveillance clinique et ECG continu. Precaution d'emploi avec : - le diltiazem per os Surveillance clinique et ECG. Pour diltiazem voie injectable : risque de bradycardie et de bloc auriculo-ventriculaire Pour diltiazem per os : risque de bradycardie ou de bloc auriculo- ventriculaire, notamment chez les personnes agees.";"ASDEC - PE Association deconseillee avec : - le diltiazem IV Si l'association ne peut etre evitee, surveillance clinique et ECG continu. Precaution d'emploi avec : - le diltiazem per os Surveillance clinique et ECG. Pour diltiazem voie injectable : risque de bradycardie et de bloc auriculo-ventriculaire Pour diltiazem per os : risque de bradycardie ou de bloc auriculo- ventriculaire, notamment chez les personnes agees.";
"AMIODARONE";"ESMOLOL";12;;;"Precaution d'emploi Surveillance clinique et ECG. Troubles de la contractilite, de l'automatisme et de la conduction (suppression des mecanismes sympathiques compensateurs).";
"AMIODARONE";"FIDAXOMICINE";12;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques de la fidaxomycine.";;
"AMIODARONE";"IBRUTINIB";12;;;"Precaution d'emploi Surveiller clinique etroite et reduction de la dose d'ibrutinib a 140 mg par jour pendant la duree de l'association. Augmentation des concentrations plasmatiques d'ibrutinib par diminution de son metabolisme hepatique par l'amiodarone.";
"AMIODARONE";"LEDIPASVIR";12;;"Association DECONSEILLEE Si l'association ne peut etre evitee, il est recommande de surveiller etroitement les patients, en particulier pendant les premieres semaines de traitement par la bitherapie (surveillance clinique et ECG). Uniquement lors de la bitherapie ledipasvir/sofosbuvir, survenue de bradycardie, eventuellement brutale, pouvant avoir des consequences fatales.";;
"AMIODARONE";"LIDOCAINE";12;;;"Precaution d'emploi Surveillance clinique, ECG et eventuellement controle des concentrations plasmatiques de lidocaine. Si besoin, adaptation de la posologie de la lidocaine pendant le traitement par amiodarone et apres son arret. Risque d'augmentation des concentrations plasmatiques de lidocaine, avec possibilite d'effets indesirables neurologiques et cardiaques, par diminution de son metabolisme hepatique par l'amiodarone.";
"AMIODARONE";"OMBITASVIR + PARITAPREVIR";12;"CONTRE-INDICATION Augmentation des concentrations plasmatiques de l'amiodarone par diminution de son metabolisme hepatique par la bitherapie.";;;
