"protagoniste1";"protagoniste2";"page";"CI";"AD";"PE";"PC";"couple"
"ALCALINISANTS URINAIRES";"QUINIDINE";6;;;"Precaution d'emploi Surveillance clinique, ECG et eventuellement controle de la quinidinemie ; si besoin, adaptation de la posologie pendant le traitement alcalinisant et apres son arret. Augmentation des concentrations plasmatiques de la quinidine et risque de surdosage (diminution de l'excretion renale de la quinidine par alcalinisation des urines).";;"ALCALINISANTS URINAIRES;QUINIDINE"
"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES";"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";7;;"Association DECONSEILLEE Risque de vasoconstriction et/ou de poussees hypertensives.  /226";;;"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES;ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS"
"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES";"ANTIPARKINSONIENS ANTICHOLINERGIQUES";7;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque de majoration des troubles neuropsychiques.";;"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES;ANTIPARKINSONIENS ANTICHOLINERGIQUES"
"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES";"MACROLIDES (SAUF SPIRAMYCINE)";7;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques du dopaminergique avec accroissement possible de son activite ou apparition de signes de surdosage.";;;"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES;MACROLIDES (SAUF SPIRAMYCINE)"
"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES";"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)";7;;"Association DECONSEILLEE Risque de vasoconstriction et/ou de poussees hypertensives.";;;"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES;SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)"
"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES";"SYMPATHOMIMETIQUES INDIRECTS";7;;"Association DECONSEILLEE Risque de vasoconstriction et/ou de poussees hypertensives.";;;"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES;SYMPATHOMIMETIQUES INDIRECTS"
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";7;"CONTRE-INDICATION Risque de vasoconstriction coronaire ou des extremites (ergotisme), ou de poussees hypertensives.";;;;"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS;INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR"
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"INHIBITEURS PUISSANTS DU CYP3A4";7;"CONTRE-INDICATION Risque de vasoconstriction coronaire ou des extremites (ergotisme), ou de poussees hypertensives.";;;;"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS;INHIBITEURS PUISSANTS DU CYP3A4"
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"OMBITASVIR + PARITAPREVIR";7;"CONTRE-INDICATION Augmentation des concentrations plasmatiques de l'alcaloide de l'ergot de seigle vasoconstricteur par diminution de son metabolisme hepatique par la bitherapie.";;;;"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS;OMBITASVIR + PARITAPREVIR"
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)";7;;"Association DECONSEILLEE Risque de vasoconstriction et/ou de poussees hypertensives.";;;"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS;SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)"
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"SYMPATHOMIMETIQUES INDIRECTS";7;;"Association DECONSEILLEE Risque de vasoconstriction et/ou de poussees hypertensives.";;;"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS;SYMPATHOMIMETIQUES INDIRECTS"
"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";"TRIPTANS";7;"CONTRE-INDICATION Respecter un delai de 6 a 24 heures, selon le triptan, entre la prise de celui-ci et celle de l'alcaloide ergote Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;;"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS;TRIPTANS"
"ALDESLEUKINE";"PRODUITS DE CONTRASTE IODES";7;;;;"A prendre en compte Majoration du risque de reaction aux produits de contraste en cas de traitement anterieur par interleukine 2 : eruption cutanee ou plus rarement hypotension, oligurie voire insuffisance renale.";"ALDESLEUKINE;PRODUITS DE CONTRASTE IODES"
"ALFENTANIL";"CIMETIDINE";8;;;"Precaution d'emploi Adapter la posologie de l'alfentanil en cas de traitement par la cimetidine. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.  /226";;"ALFENTANIL;CIMETIDINE"
"ALFENTANIL";"DILTIAZEM";8;;;"Precaution d'emploi Adapter la posologie de l'alfentanil en cas de traitement par le diltiazem. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";;"ALFENTANIL;DILTIAZEM"
"ALFENTANIL";"ERYTHROMYCINE";8;;;"Precaution d'emploi Adapter la posologie de l'alfentanil en cas de traitement par l'erythromycine. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";;"ALFENTANIL;ERYTHROMYCINE"
"ALFENTANIL";"FLUCONAZOLE";8;;;"Precaution d'emploi Adapter la posologie de l'alfentanil en cas de traitement par le fluconazole. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";;"ALFENTANIL;FLUCONAZOLE"
"ALFENTANIL";"INHIBITEURS PUISSANTS DU CYP3A4";8;;;"Precaution d'emploi Surveillance clinique et adaptation de la posologie de l'analgesique opiace en cas de traitement par un inhibiteur puissant du CYP3A4. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";;"ALFENTANIL;INHIBITEURS PUISSANTS DU CYP3A4"
"ALFUZOSINE";"INHIBITEURS PUISSANTS DU CYP3A4";8;"CONTRE-INDICATION Risque d'augmentation des concentrations plasmatiques de l'alfuzosine et de ses effets indesirables.";;;;"ALFUZOSINE;INHIBITEURS PUISSANTS DU CYP3A4"
"ALFUZOSINE";"OMBITASVIR + PARITAPREVIR";8;"CONTRE-INDICATION Augmentation des concentrations plasmatiques de l'afuzosine par diminution de son metabolisme hepatique par la bitherapie.";;;;"ALFUZOSINE;OMBITASVIR + PARITAPREVIR"
"ALISKIREN";"JUS DE PAMPLEMOUSSE";8;;"Association DECONSEILLEE Risque de diminution de l'efficacite de l'aliskiren en cas de consommation de jus de pamplemousse.";;;"ALISKIREN;JUS DE PAMPLEMOUSSE"
"ALISKIREN";"ANTAGONISTES DES RECEPTEURS DE L'ANGIOTENSINE II";8;"CI - ASDEC Contre-indication : - chez le patient diabetique ou insuffisant renal Association deconseillee : - dans les autres cas Risque d'hyperkaliemie, d'insuffisance renale, d'augmentation de la morbi-mortalite cardio-vasculaire.";"CI - ASDEC Contre-indication : - chez le patient diabetique ou insuffisant renal Association deconseillee : - dans les autres cas Risque d'hyperkaliemie, d'insuffisance renale, d'augmentation de la morbi-mortalite cardio-vasculaire.";;;"ALISKIREN;ANTAGONISTES DES RECEPTEURS DE L'ANGIOTENSINE II"
"ALISKIREN";"CICLOSPORINE";8;"CONTRE-INDICATION Augmentation de pres de 5 fois des concentrations plasmatiques d'aliskiren et majoration du risque de ses effets indesirables.";;;;"ALISKIREN;CICLOSPORINE"
"ALISKIREN";"INHIBITEURS DE L'ENZYME DE CONVERSION";8;"CI - ASDEC Contre-indication : - chez le patient diabetique ou insuffisant renal Association deconseillee : - dans les autres cas Risque d'hyperkaliemie, d'insuffisance renale, d'augmentation de la morbi-mortalite cardio-vasculaire.";"CI - ASDEC Contre-indication : - chez le patient diabetique ou insuffisant renal Association deconseillee : - dans les autres cas Risque d'hyperkaliemie, d'insuffisance renale, d'augmentation de la morbi-mortalite cardio-vasculaire.";;;"ALISKIREN;INHIBITEURS DE L'ENZYME DE CONVERSION"
"ALISKIREN";"ITRACONAZOLE";8;"CONTRE-INDICATION Augmentation de pres de 6 fois des concentrations plasmatiques d'aliskiren et majoration du risque de ses effets indesirables.";;;;"ALISKIREN;ITRACONAZOLE"
"ALISKIREN";"QUINIDINE";8;"CONTRE-INDICATION Augmentation des concentrations plasmatiques d'aliskiren et majoration du risque de ses effets indesirables.";;;;"ALISKIREN;QUINIDINE"
"ALISKIREN";"VERAPAMIL";9;;;"Precaution d'emploi Surveillance clinique. Augmentation des concentrations plasmatiques d'aliskiren et majoration du risque de ses effets indesirables.  /226";;"ALISKIREN;VERAPAMIL"
"ALLOPURINOL";"ANTIVITAMINES K";9;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par l'allopurinol et 8 jours apres son arret. Augmentation de l'effet de l'antivitamine K et du risque hemorragique (diminution de son metabolisme hepatique).";;"ALLOPURINOL;ANTIVITAMINES K"
"ALLOPURINOL";"DIDANOSINE";9;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques de didanosine et de ses effets indesirables.";;;"ALLOPURINOL;DIDANOSINE"
"ALLOPURINOL";"PENICILLINES A";9;;;;"A prendre en compte Risque accru de reactions cutanees.";"ALLOPURINOL;PENICILLINES A"
"ALLOPURINOL";"VIDARABINE";9;;"Association DECONSEILLEE Risque accru de troubles neurologiques (tremblements, confusion) par inhibition partielle du metabolisme de l'antiviral.";;;"ALLOPURINOL;VIDARABINE"
"ALPHABLOQUANTS A VISEE UROLOGIQUE";"ANTIHYPERTENSEURS ALPHA-BLOQUANTS";9;;"Association DECONSEILLEE Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique severe.";;;"ALPHABLOQUANTS A VISEE UROLOGIQUE;ANTIHYPERTENSEURS ALPHA-BLOQUANTS"
"ALPHABLOQUANTS A VISEE UROLOGIQUE";"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS";9;;;;"A prendre en compte Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique majore.";"ALPHABLOQUANTS A VISEE UROLOGIQUE;ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"ALPHABLOQUANTS A VISEE UROLOGIQUE";"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5";9;;"ASDEC - PE Association deconseillee : - avec la doxazosine Precaution d'emploi : - avec les autres alpha-bloquants Debuter le traitement aux posologies minimales recommandees et adapter progressivement les doses si besoin. Risque d'hypotension orthostatique, notamment chez le sujet age.";"ASDEC - PE Association deconseillee : - avec la doxazosine Precaution d'emploi : - avec les autres alpha-bloquants Debuter le traitement aux posologies minimales recommandees et adapter progressivement les doses si besoin. Risque d'hypotension orthostatique, notamment chez le sujet age.";;"ALPHABLOQUANTS A VISEE UROLOGIQUE;INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5"
"ALPHA-TOCOPHEROL";"ANTIVITAMINES K";9;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par vitamine E et apres son arret. Avec la vitamine E utilisee a des doses superieures ou egales a 500 mg/j : augmentation de l'effet de l'antivitamine K et du risque hemorragique.";;"ALPHA-TOCOPHEROL;ANTIVITAMINES K"
"ALUMINIUM (SELS)";"CITRATES";9;;;"Precaution d'emploi Prendre les topiques gastro-intestinaux a base d'aluminium a distance des citrates (plus de 2 heures si possible), y compris les citrates naturels (jus d'agrumes). Risque de facilitation du passage systemique de l'aluminium, notamment en cas de fonction renale alteree.";;"ALUMINIUM (SELS);CITRATES"
"AMBRISENTAN";"CICLOSPORINE";9;;;;"A prendre en compte Doublement des concentrations d'ambrisentan, avec majoration de l'effet vasodilatateur (cephalees).";"AMBRISENTAN;CICLOSPORINE"
"AMINOGLUTETHIMIDE";"ANTIVITAMINES K";10;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par aminogluthetimide et deux semaines apres son arret. Decrit pour warfarine et acenocoumarol. Diminution de l'effet de l'antivitamine K, par augmentation de son metabolisme hepatique par l'aminogluthetimide.  /226";;"AMINOGLUTETHIMIDE;ANTIVITAMINES K"
"AMINOGLUTETHIMIDE";"DEXAMETHASONE";10;;;"Precaution d'emploi Adaptation de la posologie de la dexamethasone. Diminution de l'efficacite de la dexamethasone, par augmentation de son metabolisme hepatique.";;"AMINOGLUTETHIMIDE;DEXAMETHASONE"
"AMINOSIDES";"AMINOSIDES";10;"CI - APEC Contre-indication : - en cas d'administration simultanee A prendre en compte : - en cas d'administrations successives Risque accru de nephrotoxicite et d'ototoxicite (l'ototoxicite est cumulative en cas d'administrations successives).";;;"CI - APEC Contre-indication : - en cas d'administration simultanee A prendre en compte : - en cas d'administrations successives Risque accru de nephrotoxicite et d'ototoxicite (l'ototoxicite est cumulative en cas d'administrations successives).";"AMINOSIDES;AMINOSIDES"
"AMINOSIDES";"AMPHOTERICINE B";10;;;;"A prendre en compte Avec l'amphotericine B administree par voie IV : risque accru de nephrotoxicite.";"AMINOSIDES;AMPHOTERICINE B"
"AMINOSIDES";"ATALUREN";10;"CONTRE-INDICATION Risque de potentialisation de la toxicite renale de l'aminoside.";;;;"AMINOSIDES;ATALUREN"
"AMINOSIDES";"BOTULIQUE (TOXINE)";10;;"Association DECONSEILLEE Utiliser un autre antibiotique. Risque d'augmentation des effets de la toxine botulique avec les aminosides (par extrapolation a partir des effets observes au cours du botulisme).";;;"AMINOSIDES;BOTULIQUE (TOXINE)"
"AMINOSIDES";"CEFALOTINE";10;;;"Precaution d'emploi Surveillance de la fonction renale. L'augmentation de la nephrotoxicite des aminosides par la cefalotine est discutee.";;"AMINOSIDES;CEFALOTINE"
"AMINOSIDES";"CICLOSPORINE";10;;;;"A prendre en compte Augmentation de la creatininemie plus importante que sous ciclosporine seule, avec majoration du risque nephrotoxique.";"AMINOSIDES;CICLOSPORINE"
"AMINOSIDES";"CURARES";10;;;"Precaution d'emploi Surveiller le degre de curarisation en fin d'anesthesie. Potentialisation des curares lorque l'antibiotique est administre par voie parenterale et/ou peritoneale avant, pendant ou apres l'agent curarisant.";;"AMINOSIDES;CURARES"
"AMINOSIDES";"DIURETIQUES DE L'ANSE";10;;;"Precaution d'emploi Association possible sous controle de l'etat d'hydratation, des fonctions renale et cochleovestibulaire, et eventuellement, des concentrations plasmatiques de l'aminoside. Augmentation des risques nephrotoxiques et ototoxiques de l'aminoside (insuffisance renale fonctionnelle liee a la deshydratation entrainee par le diuretique).";;"AMINOSIDES;DIURETIQUES DE L'ANSE"
"AMINOSIDES";"ORGANOPLATINES";10;;;;"A prendre en compte Addition des effets nephrotoxiques et/ou ototoxiques, notamment en cas d'insuffisance renale prealable.";"AMINOSIDES;ORGANOPLATINES"
"AMINOSIDES";"POLYMYXINE B";10;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance stricte avec une justification bacteriologique indiscutable. Addition des effets nephrotoxiques.";;;"AMINOSIDES;POLYMYXINE B"
"AMINOSIDES";"TACROLIMUS";10;;;;"A prendre en compte Augmentation de la creatininemie plus importante que sous tacrolimus seul (synergie des effets nephrotoxiques des deux substances).";"AMINOSIDES;TACROLIMUS"
"AMIODARONE";"ANTIVITAMINES K";11;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par l'amiodarone et 8 jours apres son arret. Augmentation de l'effet de l'antivitamine K et du risque hemorragique.";;"AMIODARONE;ANTIVITAMINES K"
"AMIODARONE";"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)";11;;;"Precaution d'emploi Surveillance clinique et ECG. Troubles de l'automatisme et de la conduction (suppression des mecanismes sympathiques compensateurs).";;"AMIODARONE;BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"AMIODARONE";"BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE";11;;;"Precaution d'emploi Surveillance clinique et ECG reguliere. Troubles de l'automatisme et de la conduction cardiaque avec risque de bradycardie excessive.";;"AMIODARONE;BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE"
"AMIODARONE";"CICLOSPORINE";11;;"Association DECONSEILLEE Dosage des concentrations sanguines de ciclosporine, controle de la fonction renale et adaptation de la posologie de la ciclosporine pendant le traitement par l'amiodarone. Augmentation des concentrations sanguines de ciclosporine, par diminution de son metabolisme hepatique, avec risque d'effets nephrotoxiques.";;;"AMIODARONE;CICLOSPORINE"
"AMIODARONE";"COBICISTAT";11;"CONTRE-INDICATION Risque de majoration des effets indesirables de l'amiodarone par diminution de son metabolisme par le cobicistat.";;;;"AMIODARONE;COBICISTAT"
"AMIODARONE";"DABIGATRAN";11;;;"Precaution d'emploi Dans l'indication post-chirurgicale : surveillance clinique et adaptation de la posologie du dabigatran si necessaire, sans exceder 150 mg/j. Augmentation des concentrations plasmatiques de dabigatran, avec majoration du risque de saignement.";;"AMIODARONE;DABIGATRAN"
